222143472473,62,328
222143504052,46,275
222143528648,17,266
222143667918,35,834
222143706198,3,280
222143726220,31,303
222143746996,8,574
222143884978,8,292
222143912646,1,289
222143932940,34,612
222143954561,0,252
222143990031,1,377
222144007164,33,171
222144024726,0,189
222144047194,34,382
222144062199,35,175
222144080747,31,380
222144146071,1,186
222144169786,32,186
222144184029,41,434
222144207962,2,235
222144227934,64,436
222144257223,3,188
222144271144,32,187
222144297408,62,422
222144355705,31,176
222144371967,1,284
222144398173,65,203
222144427159,33,189
222144452479,62,186
222144479875,31,282
222144500835,31,198
222144518637,32,202
222144535090,0,206
222144552059,35,169
222144569124,62,245
222144588053,31,116
222144604041,0,118
222144617895,62,97
222144631770,62,95
222144645386,62,113
222144661208,31,114
222144676786,62,97
222144707273,31,112
222144753205,0,104
222144766776,2,96
222144780324,64,376
222144789953,25,123
222144801729,0,113
222144820634,0,551
222144831934,62,165
222145474811,32,87
222145487109,12,116
222145496794,46,97
222145508358,1,138
222145520869,0,116
222145537491,35,253
222145550178,3,125
222145559891,16,118
222145572478,38,238
222145584003,3,238
222145599377,2,188
222145612589,31,115
222145622671,62,123
222145636610,7,0
222145649269,53,116
222145663498,62,149
222145676377,35,126
222145689438,64,113
222145704844,32,146
222145714050,38,141
222145723413,5,182
222145732608,62,116
222145743598,31,127
222145752078,9,510
222145764221,60,117
222145773690,0,146
222145784952,31,126
222145793873,3,113
222145807387,44,175
222145819407,1,174
222145831277,7,0
222145847341,0,146
222145860535,0,129
222145872369,31,143
222145880793,0,113
222145892575,1,146
222145904635,32,126
222145913594,11,114
222145926176,31,137
222145962476,2,144
222145974762,31,147
222145984231,28,117
222145995662,41,130
222146007221,33,146
222146016263,0,116
222146024895,1,149
222146035127,15,125
222146043827,32,115
222146055685,62,142
222146064785,62,145
222146080239,65,144
222146697632,34,382
222146710994,4,155
222146721656,67,252
222146730241,62,113
222146742128,31,228
222146753929,31,164
222146767594,90,119
222146776208,34,382
222146789771,62,146
222146804799,32,157
222146818476,24,400
222146828053,0,136
222146840174,6,246
222146850008,2,112
222146863125,31,252
222146874318,63,125
222146886471,62,114
222146901063,57,234
222146915838,63,238
222146929331,40,229
222146940377,33,146
222146959406,63,201
222146976742,46,237
222146994253,6,113
222147013155,0,227
222147065392,32,154
222147080345,1,116
222147091845,36,233
222147116931,67,114
222147177440,32,154
222147193460,32,115
222147218166,0,128
222147241075,62,227
222147272565,39,113
222147296811,74,230
222147380738,29,0
222147391646,8,118
222147402580,36,216
222147423865,12,286
222147436512,32,233
222147448399,5,123
222147462411,90,140
222147476221,48,236
222147488789,13,0
222147498338,13,0
222147507883,68,124
222147516947,32,114
222147526110,20,0
222147535832,62,240
222147545171,34,382
222147555531,33,146
222148168312,39,82
222148182145,36,231
222148197461,0,128
222148207983,34,256
222148217405,3,134
222148226907,37,112
222148237834,8,118
222148248636,77,294
222148260921,33,231
222148272854,71,113
222148284795,37,135
222148295381,46,283
222148309559,70,115
222148318688,31,226
222148327906,4,165
222148338939,31,112
222148350120,7,219
222148359370,31,273
222148369457,63,229
222148378429,32,114
222148392743,4,172
222148405224,83,0
222148417904,37,113
222148432088,88,0
222148442062,64,239
222148456701,41,152
222148469539,0,128
222148478719,11,118
222148490218,62,116
222148504357,34,139
222148517752,65,125
222148530919,36,113
222148540775,0,128
222148553569,32,114
222148562750,0,128
222148576961,31,116
222148587468,0,128
222148602977,0,128
222148615785,57,248
222148625062,1,152
222148635382,33,156
222148647512,2,115
222148659421,31,310
222148667781,2,153
222148678677,32,114
222148688797,3,113
222148700407,36,231
222148709482,63,112
222148724022,41,249
222148735443,0,128
222148748860,31,127
222149359080,0,94
222149369115,53,116
222149381691,32,142
222149394162,0,114
222149410837,0,152
222149419989,0,119
222149432656,31,113
222149444336,0,121
222149455041,1,236
222149466341,39,126
222149480960,13,119
222149497221,31,158
222149506257,8,140
222149519136,31,192
222149528542,1,138
222149538690,12,143
222149551088,1,120
222149563011,62,127
222149582531,37,186
222149600113,24,400
222149613771,0,198
222149629992,31,194
222149645090,16,284
222149660117,46,214
222149674273,4,152
222149685399,11,152
222149698557,31,153
222149711400,0,198
222149725061,31,152
222149738127,0,185
222149749114,31,151
222149768260,0,149
222149782070,58,174
222149795831,2,169
222149810525,64,199
222149825074,32,172
222149839157,34,375
222149850327,28,175
222149863355,62,216
222149874137,47,0
222149886991,63,160
222149897206,21,0
222149909265,31,157
222149919456,0,217
222149932942,32,203
222149946557,3,162
222149964862,5,213
222149975989,11,174
222149989003,42,176
222150002517,2,190
222150017161,3,175
222154054943,1,120
222154070616,34,253
222154100237,28,231
222154119019,39,240
222154137674,1,120
222154152234,31,391
222154167378,21,277
222154184620,62,192
222154202283,31,207
222154217614,9,242
222154229525,64,161
222154243548,36,254
222154258265,16,176
222154272799,35,226
222154288507,6,162
222154303181,4,152
222154317529,31,161
222154332841,0,179
222154345934,36,179
222154360228,22,163
222154370501,4,152
222154385017,36,160
222154399872,62,178
222154410754,2,203
222154422764,4,152
222154436581,33,224
222154454702,62,181
222154469629,37,223
222154489087,5,191
222154503863,32,203
222154516197,17,221
222154527875,32,203
222154538662,6,146
222154550714,4,152
222154559739,57,165
222154572472,66,124
222154594158,35,143
222154608665,32,203
222154621186,62,111
222154639754,70,165
222154653240,63,160
222154664474,33,121
222154675164,0,125
222154703650,62,102
222154716042,31,121
222154724096,2,124
222154743663,37,117
222154757974,33,113
222154769311,20,125
222154780000,58,239
222154810958,0,111
222155830251,64,72
222155840355,33,113
222155852018,73,113
222155863814,50,0
222155876294,74,98
222155889892,0,98
222155899071,31,318
222155910117,62,128
222155918645,35,118
222155928930,65,125
222155937515,62,119
222155946287,11,129
222155954902,74,118
222155965593,31,114
222155979793,32,100
222155989757,23,123
222156002638,0,146
222156020206,43,124
222156033377,1,111
222156044851,31,141
222156058054,62,114
222156069384,60,123
222156081413,62,141
222156093664,38,113
222156104395,0,116
222156122480,33,248
222156135950,40,240
222156150504,83,123
222156162800,62,117
222156180301,71,233
222156194626,31,118
222156206847,2,127
222156220686,31,232
222156229981,0,112
222156242659,5,114
222156251698,0,244
222156262895,58,272
222156274449,0,126
222156288453,32,116
222156300707,0,134
222156315389,31,152
222156329181,2,130
222156346796,32,144
222156358407,0,140
222156370617,41,249
222156388089,33,139
222156400365,6,117
222156412265,32,125
222156426293,63,219
222156442555,35,116
222156455092,8,217
222157173945,31,82
222157183586,14,120
222157193982,63,216
222157204088,66,99
222157213318,32,144
222157223788,5,145
222157235154,31,128
222157249529,13,218
222157266724,31,116
222157278324,0,233
222157289053,19,127
222157303138,49,164
222157346702,0,112
222157360465,73,116
222157372936,33,224
222157389520,0,223
222157401401,0,128
222157415929,31,244
222157428985,52,114
222157444436,31,226
222157457230,14,124
222157516677,62,154
222157530309,31,268
222157542023,14,114
222157559189,44,153
222157574327,32,148
222157589459,1,127
222157602936,64,122
222157613811,31,122
222157622876,8,235
222157634788,7,125
222157650043,53,118
222157660166,64,229
222157672931,37,115
222157681423,41,249
222157693150,16,176
222157709532,66,127
222157757169,2,154
222157766392,43,114
222157776617,31,238
222157800551,69,127
222157822833,32,150
222157866705,42,115
222157878614,7,239
222157891748,0,117
222157904193,33,115
222157916963,0,158
222157931713,22,163
222157941573,31,115
222157951439,17,285
222157962191,1,166
222158672376,62,87
222158691887,38,234
222158701708,24,153
222158714209,62,115
222158733541,67,116
222158752018,31,156
222158768641,71,222
222158831133,33,113
222158863145,2,216
222158891260,32,155
222158909269,39,116
222158925020,80,0
222158951809,79,123
222158968909,78,117
222159000066,31,116
222159059027,10,166
222159072359,76,149
222159089819,32,114
222159105265,31,232
222159116263,41,249
222159124474,62,152
222159137222,71,218
222159147679,31,129
222159158514,4,138
222159167117,44,146
222159178408,0,124
222159190784,34,150
222159206190,62,121
222159216287,2,233
222159228215,0,159
222159239230,8,153
222159252573,3,133
222159266293,62,125
222159278668,35,248
222159290001,3,230
222159304662,31,127
222159314698,0,152
222159325729,45,118
222159338547,14,235
222159349165,62,116
222159359572,32,169
222159369438,8,114
222159381610,62,160
222159391745,32,228
222159401249,10,148
222159410631,31,127
222159420503,4,162
222159430632,62,116
222159440245,31,251
222159453861,84,116
222159462693,33,152
222200168280,0,198
222200184442,56,235
222200200716,2,212
222200216423,31,237
222200229339,33,190
222200248703,1,230
222200269007,0,174
222200286252,71,173
222200299438,33,210
222200316926,0,393
222200354094,35,239
222200375492,64,236
222200390741,1,176
222200404857,35,236
222200421482,10,196
222200547868,66,324
222200576868,45,254
222200599216,0,213
222200619850,0,239
222200639869,31,142
222200655409,77,201
222200667828,32,224
222200686076,0,163
222200700487,0,164
222200713769,36,228
222200730025,0,221
222200746162,5,159
222200762254,23,160
222200777121,32,160
222200792557,1,325
222200810171,85,161
222200827232,42,219
222200845470,6,357
222200863357,32,388
222200882928,35,231
222200901437,42,232
222200915581,1,174
222200929932,0,173
222200943977,64,163
222200957565,31,163
222200970769,71,158
222200980858,34,221
222200996772,0,161
222201016085,62,171
222201027555,32,260
222201040780,36,202
222201057873,62,180
222201071756,38,151
222201086371,0,142
222201104175,68,124
222201120289,36,154
222201988799,2,188
222202005011,29,243
222202019805,62,209
222202035195,49,264
222202050230,19,280
222202064867,62,206
222202081901,36,196
222202098518,77,209
222202111945,65,125
222202123999,42,143
222202139922,7,217
222202151465,31,252
222202164947,86,223
222202182043,36,177
222202196732,0,173
222202210395,63,163
222202223257,32,173
222202236626,0,223
222202250234,1,165
222202267661,4,229
222202281374,0,149
222202292618,6,162
222202309230,44,202
222202326184,4,187
222202341661,62,193
222202356964,51,172
222202375540,0,279
222202392586,62,172
222202404613,34,159
222202419993,0,370
222202432508,62,223
222202447002,1,161
222202462316,63,328
222202476930,62,180
222202493375,12,207
222202507776,33,174
222202522847,11,374
222202539167,2,176
222202556385,0,174
222202572339,59,358
222202588840,1,172
222202603113,36,171
222202621436,31,174
222202634711,1,398
222202650388,38,394
222202665357,33,173
222202692528,72,170
222202706520,1,164
222202722339,63,160
222202747155,31,156
222202761437,67,160
222203466742,8,186
222203482611,1,332
222203498366,32,252
222203515953,0,258
222203533608,31,234
222203550292,35,530
222203566519,0,289
222203579054,39,143
222203591417,3,209
222203603808,67,143
222203616564,31,147
222203630049,0,332
222203646442,31,156
222203659886,1,156
222203675124,33,177
222203691733,10,441
222203707826,54,178
222203725455,33,174
222203743917,35,175
222203758957,45,175
222203773452,8,173
222203791957,62,154
222203809098,62,190
222203834662,33,191
222203853846,3,174
222203882964,0,201
222203896267,31,209
222203913871,6,174
222203928932,31,224
222203946313,0,219
222203964511,63,175
222203981310,31,193
222203997265,31,274
222204014190,36,256
222204030284,62,193
222204044493,38,193
222204061460,31,206
222204078287,62,151
222204095527,31,244
222204109905,1,195
222204130566,2,150
222204143570,1,157
222204158829,71,163
222204171492,36,299
222204187554,0,186
222204201972,50,0
222204218408,0,385
222204234318,31,173
222204247803,0,178
222204263669,31,176
222204280139,23,355
222204974230,36,70
222204986530,39,114
222204995401,2,173
222205009777,0,99
222205020483,44,116
222205032626,0,115
222205046917,64,148
222205060542,76,113
222205094056,31,113
222205106518,62,142
222205120379,32,106
222205130607,1,124
222205142163,33,124
222205150402,32,125
222205162719,0,116
222205171810,11,113
222205180637,35,141
222205192195,34,115
222205204410,9,117
222205217609,0,184
222205230739,31,107
222205244202,77,124
222205254481,68,124
222205267947,31,252
222205279492,62,116
222205290301,31,111
222205304095,0,244
222205316285,65,125
222205328702,63,116
222205338175,62,240
222205352173,31,116
222205362451,25,126
222205371749,72,128
222205384012,32,189
222205394748,40,225
222205406707,2,113
222205418648,33,143
222205429832,32,111
222205439179,8,116
222205451661,44,151
222205463965,0,240
222205476309,31,123
222205484631,0,126
222205494358,65,125
222205503875,23,237
222205514057,3,114
222205522684,32,139
222205534514,31,113
222205546178,48,115
222205558883,31,170
222205570289,0,105
222206284279,32,84
222206296385,4,176
222206306673,38,106
222206315362,33,167
222206325623,62,156
222206334618,88,112
222206346113,31,142
222206355373,18,0
222206367570,64,194
222206380228,11,115
222206389621,44,126
222206399474,31,198
222206409255,0,116
222206418995,52,116
222206431748,0,116
222206441124,66,309
222206450978,62,115
222206460828,39,115
222206473804,32,148
222206484574,62,115
222206495037,31,164
222206505062,0,152
222206514419,1,148
222206526515,8,115
222206536375,1,113
222206545903,50,0
222206558423,67,160
222206567841,34,114
222206581853,34,230
222206592401,45,119
222206601817,1,125
222206613297,54,159
222206624871,15,117
222206648322,36,128
222206660778,31,117
222206670462,0,253
222206684430,63,117
222206695714,31,117
222206705613,34,230
222206721521,5,116
222206738408,63,127
222206751186,31,127
222206769259,31,230
222206835709,65,125
222206849432,63,254
222206863066,33,154
222206888760,0,115
222206910073,31,119
222206946043,62,227
222206974353,65,125
222207004574,32,166
222207744673,51,106
222207753537,1,152
222207764102,2,153
222207772228,0,144
222207786619,50,160
222207796411,31,169
222207807297,0,140
222207816578,33,118
222207829840,3,118
222207838423,54,231
222207848422,1,157
222207860585,9,120
222207869925,0,120
222207881926,0,141
222207894478,31,116
222207910478,3,122
222207922316,41,146
222207935035,62,115
222207946977,31,113
222207958355,33,125
222207971259,34,128
222207980414,63,115
222207991807,31,154
222208003081,31,140
222208016278,0,116
222208027419,15,194
222208036463,37,140
222208047900,2,104
222208061498,67,113
222208071683,45,127
222208083818,17,123
222208093874,62,113
222208103790,33,247
222208118258,3,232
222208131150,63,239
222208140548,51,143
222208152404,0,143
222208164729,0,214
222208178602,0,118
222208191152,31,124
222208205356,1,123
222208217923,36,215
222208226605,0,147
222208240380,10,140
222208252653,20,218
222208267418,63,174
222208276960,62,138
222208286450,31,241
222208295331,63,138
222208309321,33,126
222208319884,1,126
222208999088,65,198
222209008462,0,112
222209017345,0,113
222209030425,32,231
222209042601,57,112
222209054899,62,113
222209065660,34,232
222209077344,12,138
222209089665,1,121
222209098343,34,126
222209107178,3,237
222209122648,40,117
222209132763,21,117
222209142803,65,227
222209155357,62,146
222209163945,56,116
222209172787,1,224
222209187858,32,114
222209200922,75,124
222209210436,35,125
222209222249,62,302
222209231889,31,113
222209245678,31,112
222209255519,42,291
222209267561,31,116
222209279135,0,158
222209292224,37,228
222209302013,19,117
222209314102,32,126
222209326845,33,124
222209336578,0,145
222209349833,62,131
222209363515,31,118
222209374003,5,150
222209390642,71,117
222209400850,31,112
222209410585,63,144
222209423060,0,229
222209432284,17,125
222209445874,32,123
222209496182,31,147
222209506702,45,173
222209517066,4,140
222209529561,66,161
222209541153,31,623
222209552545,56,379
222209588085,1,118
222209606957,31,169
222209622685,1,228
222209656015,63,264
222209671158,31,208
222210409536,31,230
222210426540,17,247
222210441419,62,174
222210463746,32,191
222210508852,48,189
222210524588,1,170
222210561422,2,175
222210577672,33,171
222210591981,2,185
222210603509,0,216
222210620491,4,178
222210635965,35,176
222210648657,28,174
222210663720,33,172
222210679283,33,172
222210692192,0,192
222210706071,36,166
222210719080,1,188
222210734512,31,188
222210770429,0,163
222210789684,0,387
222210807833,4,609
